"content","word_count"
"Darcy is 4 years old. Her age is frac16 of her mother, so her mother39;s age is:  4 times 6  24  text岁  Her mother39;s age is frac45 of her father. Let39;s say her father39;s age is F, then:  24  frac45F implies F  24 times frac54  30  text岁  Verification: When her father is 30 years old, her mother39;s age is frac45 times 30  24 years old, which is also true for Darcy39;s age. The final answer is:  boxed30","100"
"There are 20 caramel cookies in a bag, and each has 20 calories, so the number of calories in a single bag is:  20 , textcookiesbag times 20 , textcaloriescookie  400 , textcaloriesbag  There are 4 bags in the box of cookies, so the total number of calories is:  400 , textcaloriesbag times 4 , textbag  1600 , textcalories  Alternatively, calculate the total number of cookies first:  20 , textcookiesbag times 4 , textbag  80 , textcookies  Then multiply by the calories per cookie:  80 , textcookies times 20 , textcaloriescookie  1600 , textcalories  Both methods give the same answer, so the final answer is:  boxed1600","116"
"Robbie39;s daily rice intake is divided into three stages: morning, noon, and evening: - Morning: 3 cups - Afternoon: 2 cups - Evening: 5 cups Total number of cups per day:  3  2  5  10 text cups  Total number of cups per week 7 days a week:  10 text cupsday times 7 text days  70 text cups  Each cup of rice contains 10 grams of fat, so the total amount of fat intake per week is:  70 text cups times 10 text gramscup  700 text grams  Final answer: boxed700","103"
"The two chemical elements that begin with the letter quot;Squot; are: 1. Sulfur S Sulfur is a non-metallic element that is commonly found in volcanic deposits and minerals and is widely used in the manufacture of sulfuric acid, fertilizers, and rubber. 2. Silicon Si Silicon is the second most abundant element in the earth39;s crust and is widely used in semiconductors, glass, and building materials. Other possible answers include sodium Na, strontium Sr, scandium Sc, etc., but sulfur and silicon are the most representative examples.","104"
"The left side of the triangle is 12 cm, and the right side is 2 cm longer than the left side, so the length of the right side is 12  2  14 cm. The sum of the three sides is 50 cm. Let the base be  b , then:  12  14  b  50  Solving:  b  50 - 12 - 14  24  Verify the triangle inequality: -  12  14  26 gt; 24  -  12  24  36 gt; 14  -  14  24  38 gt; 12  All conditions are met, so the value of the base is  boxed24","106"
"The weight of the cylindrical material is calculated as follows: The volume is 3.6 cubic meters, the density is 0.8 kgcubic meter, and the total weight is:  3.6 times 0.8  2.88  textkg  When cut into the largest cone, the volume becomes frac13 of the original cylinder, so the volume of the cone is:  frac13 times 3.6  1.2  textcubic meters  The remaining volume cut off is:  3.6 - 1.2  2.4  textcubic meters  The reduced weight is the volume cut off multiplied by the density:  2.4 times 0.8  1.92  textkg  Therefore, the weight is reduced by boxed1.92 kg.","107"
"The doctor works 8 hours a day, and each visit takes 0.5 hours, so he can see 2 patients per hour 1  0.5  2. The number of patients per day is:  8 , texthoursday times 2 , textpatienthour  16 , textpatientday  Each patient is given 2 toothbrushes, so the number of toothbrushes given away per day is:  16 , textpatientday times 2 , texttoothbrushpatient  32 , texttoothbrushday  The doctor works 5 days a week, and the total number of toothbrushes given away is:  32 , texttoothbrushday times 5 , textday  160 , texttoothbrush  Answer: boxed160","104"
"Jalen39;s weight is known to be 160 pounds. According to the question description, Pons is 10 pounds lighter than Jalen, so Pons39; weight is:  160 - 10  150 , textpounds  Ishmael is 20 pounds heavier than Pons, so Ishmael39;s weight is:  150  20  170 , textpounds  The weights of the three people are 170 pounds Ishmael, 150 pounds Pons, and 160 pounds Jalen. The total weight is:  170  150  160  480 , textpounds  The average weight is the total weight divided by the number of people:  frac4803  160 , textpounds  The final answer is: boxed160","112"
"The perimeter of a triangle is equal to the sum of the lengths of its three sides. Given the side lengths of 10 cm, 12 cm, and 8 cm: 1. Verify the triangle inequality: - 10  12 gt; 8  - 10  8 gt; 12  - 12  8 gt; 10  All conditions are met, and these three sides can form a triangle. 2. Calculate the perimeter:  10 , textcm  12 , textcm  8 , textcm  30 , textcm  Answer: The perimeter of this triangle is 30 cm.","101"
"Lisa starts with 10 kg of butter. 1. Chocolate Cookies: She uses half of 10 kg, that is,  frac102  5  kg. The remaining butter is  10 - 5  5  kg. 2. Peanut Butter Cookies: She uses one-fifth of the remaining 5 kg, that is,  5 times frac15  1  kg. The remaining butter is  5 - 1  4  kg. 3. Sugar Cookies: She uses one-third of the remaining 4 kg, that is,  4 times frac13  frac43  kg. The remaining butter is  4 - frac43  frac123 - frac43  frac83  kg. The final remaining butter is:  boxeddfrac83","114"
"Let this number be  x . According to the question, the frac12 of this number is 4 less than its frac35, so we can list the equation:  frac35x - frac12x  4  In order to combine the fractions, find the common denominator 10 and convert the equation to:  frac610x - frac510x  4  After simplifying, we get:  fracx10  4  Solved:  x  4 times 10  40  Verification: When  x  40 , its frac12 is  20 , frac35 is  24 , and the difference is  24 - 20  4 , which meets the conditions. Therefore, this number is boxed40.","107"
"Sam needs to calculate the cost of each meal, the steps are as follows: 1. Total cost calculation: The total cost of purchasing materials is: - Spaghetti: 1 - Sauce: 2 - Meatballs: 5 Total cost  1  2  5  8. 2. Spread to 8 servings: The cost of each serving is the total cost divided by the number of servings: - Cost per serving  8  8  1. The question assumes that all the materials are just enough to make 8 servings, so no additional adjustments are needed. The final cost per serving is: boxed1","110"
"The dividend is equal to the divisor multiplied by the quotient plus the remainder, that is, the formula is: Dividend  Divisor  Quotient  Remainder Given that the divisor is 24, and the quotient and remainder are both 13, substitute into the formula: Dividend  24  13  13 Step-by-step calculation: 1. Calculate 24  13: 24  10  240, 24  3  72 240  72  312 2. Add the remainder 13: 312  13  325 Verification: 325  24  13 quotient remainder 13 remainder, and the remainder 13 is less than the divisor 24, which meets the conditions. Therefore, the dividend isboxed325","111"
"A brand of television is now priced at 3,800 yuan, 20 lower than the original price. Assume the original price is  x  yuan. According to the question, the current price is 80 of the original price i.e.  1 - 20  0.8 . Therefore, the equation can be written as:  3800  x times 0.8  The original price  x  is solved as:  x  frac38000.8  4750  Verification: The original price of 4750 yuan is reduced by 20 to  4750 times 0.8  3800  yuan, which is consistent with the conditions of the question. Therefore, the original price is:  boxed4750","108"
"Isabel initially had x dollars. She first spent half x2 on toys, leaving x2 dollars. Then, she spent the remaining half x4 on books, leaving x4 dollars. According to the question, the remaining amount is 51 dollars:  fracx4  51  Solution:  x  51 times 4  204  Verification: - The first time she spent 2042  102 dollars, she had 102 dollars left. - The second time she spent 1022  51 dollars, she had 51 dollars left, which meets the conditions. Therefore, Isabel initially had a total of boxed204 dollars.","104"
"You played the pun very well! Time is indeed like an invisible shark, quietly devouring everyone39;s life scale. But think about it from another angle - when you kill the time monster in the game world, you might as well try the quot;tamer modequot;: divide every day into energy blocks, 30 minutes of jungle development, 45 minutes of main tasks workstudy, and 15 minutes of dungeon drops skill learning. You will find that the dagger that controls time is actually in your own hands, and the game is just a rainbow lightsaber in the arsenal","110"
"The Department of Environmental Engineering at Osaka Institute of Technology belongs to the Faculty of Engineering of the university. Specifically, this discipline is usually set up in the Department of Environmental Engineering or a similarly named discipline group under the Faculty of Engineering, focusing on research and education in the fields of environmental engineering, urban infrastructure, and sustainable development. However, the department structure of different universities may change over time, so it is recommended to confirm the latest information through the Osaka Institute of Technology official website OIT official websitehttps:www.oit.ac.jp or directly consult the school to ensure accuracy.","109"
